Region,Product Category,Population Density,Income Level,Climate,Season,Sales
South,Snacks,Low,Medium,Temperate,Winter,8664
South,Snacks,Low,Medium,Continental,Spring,6530
South,Snacks,Low,Medium,Continental,Summer,5219
South,Snacks,Low,Medium,Continental,Autumn,5728
South,Snacks,Low,Medium,Continental,Winter,2455
South,Snacks,Low,Medium,Polar,Spring,4993
South,Snacks,Low,Medium,Polar,Summer,9474
South,Snacks,Low,Medium,Polar,Autumn,9524
South,Snacks,Low,Medium,Polar,Winter,5841
South,Snacks,Low,Low,Tropical,Spring,8643
South,Snacks,Low,Low,Tropical,Summer,1252
South,Snacks,Low,Low,Tropical,Autumn,8244
South,Snacks,Low,Low,Tropical,Winter,1667
South,Snacks,Low,Low,Temperate,Spring,6496
South,Snacks,Low,Low,Temperate,Summer,5825
South,Snacks,Low,Low,Temperate,Autumn,3989
South,Snacks,Low,Low,Temperate,Winter,4412
South,Snacks,Low,Low,Continental,Spring,3367
South,Snacks,Low,Low,Continental,Summer,9469
South,Snacks,Low,Low,Continental,Autumn,8109
South,Snacks,Low,Low,Continental,Winter,7852
South,Snacks,Low,Low,Polar,Spring,7988
South,Snacks,Low,Low,Polar,Summer,9277
South,Snacks,Low,Low,Polar,Autumn,8929
South,Snacks,Low,Low,Polar,Winter,8246
East,Fruits,High,High,Tropical,Spring,5072
East,Fruits,High,High,Tropical,Summer,5302
East,Fruits,High,High,Tropical,Autumn,4717
East,Fruits,High,High,Tropical,Winter,4667
East,Fruits,High,High,Temperate,Spring,6103
East,Fruits,High,High,Temperate,Summer,1869
East,Fruits,High,High,Temperate,Autumn,6515
East,Fruits,High,High,Temperate,Winter,4813
East,Fruits,High,High,Continental,Spring,7545
East,Fruits,High,High,Continental,Summer,8360
East,Fruits,High,High,Continental,Autumn,5017
East,Fruits,High,High,Continental,Winter,2144
East,Fruits,High,High,Polar,Spring,4643
East,Fruits,High,High,Polar,Summer,6447
East,Fruits,High,High,Polar,Autumn,1138
East,Fruits,High,High,Polar,Winter,4480
East,Fruits,High,Medium,Tropical,Spring,5300
East,Fruits,High,Medium,Tropical,Summer,1534
East,Fruits,High,Medium,Tropical,Autumn,9066
East,Fruits,High,Medium,Tropical,Winter,2004
East,Fruits,High,Medium,Temperate,Spring,7007
East,Fruits,High,Medium,Temperate,Summer,4485
East,Fruits,High,Medium,Temperate,Autumn,6681
East,Fruits,High,Medium,Temperate,Winter,1669
East,Fruits,High,Medium,Continental,Spring,2241
East,Fruits,High,Medium,Continental,Summer,7769
East,Fruits,High,Medium,Continental,Autumn,2280
East,Fruits,High,Medium,Continental,Winter,3759
East,Fruits,High,Medium,Polar,Spring,3184
East,Fruits,High,Medium,Polar,Summer,5012
East,Fruits,High,Medium,Polar,Autumn,1632
East,Fruits,High,Medium,Polar,Winter,2226
East,Fruits,High,Low,Tropical,Spring,8350
East,Fruits,High,Low,Tropical,Summer,1888
East,Fruits,High,Low,Tropical,Autumn,2957
East,Fruits,High,Low,Tropical,Winter,9266
East,Fruits,High,Low,Temperate,Spring,5304
East,Fruits,High,Low,Temperate,Summer,1216
East,Fruits,High,Low,Temperate,Autumn,4286
East,Fruits,High,Low,Temperate,Winter,7487
East,Fruits,High,Low,Continental,Spring,6387
East,Fruits,High,Low,Continental,Summer,3827
East,Fruits,High,Low,Continental,Autumn,1051
East,Fruits,High,Low,Continental,Winter,5858
East,Fruits,High,Low,Polar,Spring,1874
East,Fruits,High,Low,Polar,Summer,6623
East,Fruits,High,Low,Polar,Autumn,2168
East,Fruits,High,Low,Polar,Winter,8757
East,Fruits,Medium,High,Tropical,Spring,1822
East,Fruits,Medium,High,Tropical,Summer,7762
East,Fruits,Medium,High,Tropical,Autumn,7307
East,Fruits,Medium,High,Tropical,Winter,4265
East,Fruits,Medium,High,Temperate,Spring,6679
East,Fruits,Medium,High,Temperate,Summer,8199
East,Fruits,Medium,High,Temperate,Autumn,2351
East,Fruits,Medium,High,Temperate,Winter,4515
East,Fruits,Medium,High,Continental,Spring,7138
East,Fruits,Medium,High,Continental,Summer,4456
East,Fruits,Medium,High,Continental,Autumn,6130
East,Fruits,Medium,High,Continental,Winter,8527
East,Fruits,Medium,High,Polar,Spring,8714
East,Fruits,Medium,High,Polar,Summer,8953
East,Fruits,Medium,High,Polar,Autumn,2175
East,Fruits,Medium,High,Polar,Winter,8589
East,Fruits,Medium,Medium,Tropical,Spring,1821
East,Fruits,Medium,Medium,Tropical,Summer,7236
East,Fruits,Medium,Medium,Tropical,Autumn,2278
East,Fruits,Medium,Medium,Tropical,Winter,8285
East,Fruits,Medium,Medium,Temperate,Spring,6781
East,Fruits,Medium,Medium,Temperate,Summer,1879
East,Fruits,Medium,Medium,Temperate,Autumn,2713
East,Fruits,Medium,Medium,Temperate,Winter,6973
East,Fruits,Medium,Medium,Continental,Spring,6765
East,Fruits,Medium,Medium,Continental,Summer,3417
East,Fruits,Medium,Medium,Continental,Autumn,1060
East,Fruits,Medium,Medium,Continental,Winter,1646
East,Fruits,Medium,Medium,Polar,Spring,7196
East,Fruits,Medium,Medium,Polar,Summer,2308
East,Fruits,Medium,Medium,Polar,Autumn,7534
East,Fruits,Medium,Medium,Polar,Winter,8472
East,Fruits,Medium,Low,Tropical,Spring,3803
East,Fruits,Medium,Low,Tropical,Summer,6698
East,Fruits,Medium,Low,Tropical,Autumn,7511
East,Fruits,Medium,Low,Tropical,Winter,1957
East,Fruits,Medium,Low,Temperate,Spring,3066
East,Fruits,Medium,Low,Temperate,Summer,2551
East,Fruits,Medium,Low,Temperate,Autumn,1375
East,Fruits,Medium,Low,Temperate,Winter,2547
East,Fruits,Medium,Low,Continental,Spring,9385
East,Fruits,Medium,Low,Continental,Summer,9239
East,Fruits,Medium,Low,Continental,Autumn,2690
East,Fruits,Medium,Low,Continental,Winter,1174
East,Fruits,Medium,Low,Polar,Spring,1505
East,Fruits,Medium,Low,Polar,Summer,4344
East,Fruits,Medium,Low,Polar,Autumn,7813
East,Fruits,Medium,Low,Polar,Winter,5725
East,Fruits,Low,High,Tropical,Spring,5095
East,Fruits,Low,High,Tropical,Summer,3492
East,Fruits,Low,High,Tropical,Autumn,3727
East,Fruits,Low,High,Tropical,Winter,8291
East,Fruits,Low,High,Temperate,Spring,2392
East,Fruits,Low,High,Temperate,Summer,3326
East,Fruits,Low,High,Temperate,Autumn,2346
East,Fruits,Low,High,Temperate,Winter,9239
East,Fruits,Low,High,Continental,Spring,3944
East,Fruits,Low,High,Continental,Summer,8707
East,Fruits,Low,High,Continental,Autumn,3128
East,Fruits,Low,High,Continental,Winter,1315
East,Fruits,Low,High,Polar,Spring,9353
East,Fruits,Low,High,Polar,Summer,8225
East,Fruits,Low,High,Polar,Autumn,9970
East,Fruits,Low,High,Polar,Winter,5481
East,Fruits,Low,Medium,Tropical,Spring,3716
East,Fruits,Low,Medium,Tropical,Summer,5853
East,Fruits,Low,Medium,Tropical,Autumn,4922
East,Fruits,Low,Medium,Tropical,Winter,2360
East,Fruits,Low,Medium,Temperate,Spring,8609
East,Fruits,Low,Medium,Temperate,Summer,2775
East,Fruits,Low,Medium,Temperate,Autumn,2412
East,Fruits,Low,Medium,Temperate,Winter,1210
East,Fruits,Low,Medium,Continental,Spring,4710
East,Fruits,Low,Medium,Continental,Summer,1094
East,Fruits,Low,Medium,Continental,Autumn,3330
East,Fruits,Low,Medium,Continental,Winter,7780
East,Fruits,Low,Medium,Polar,Spring,8355
East,Fruits,Low,Medium,Polar,Summer,5757
East,Fruits,Low,Medium,Polar,Autumn,5045
East,Fruits,Low,Medium,Polar,Winter,4236
East,Fruits,Low,Low,Tropical,Spring,1731
East,Fruits,Low,Low,Tropical,Summer,9258
East,Fruits,Low,Low,Tropical,Autumn,3755
East,Fruits,Low,Low,Tropical,Winter,9805
East,Fruits,Low,Low,Temperate,Spring,2881
East,Fruits,Low,Low,Temperate,Summer,9091
East,Fruits,Low,Low,Temperate,Autumn,5336
East,Fruits,Low,Low,Temperate,Winter,6866
East,Fruits,Low,Low,Continental,Spring,9448
East,Fruits,Low,Low,Continental,Summer,7422
East,Fruits,Low,Low,Continental,Autumn,3710
East,Fruits,Low,Low,Continental,Winter,8063
East,Fruits,Low,Low,Polar,Spring,8816
East,Fruits,Low,Low,Polar,Summer,7872
East,Fruits,Low,Low,Polar,Autumn,9816
East,Fruits,Low,Low,Polar,Winter,5770
East,Vegetables,High,High,Tropical,Spring,9539
East,Vegetables,High,High,Tropical,Summer,5660
East,Vegetables,High,High,Tropical,Autumn,4185
East,Vegetables,High,High,Tropical,Winter,5132
East,Vegetables,High,High,Temperate,Spring,6977
East,Vegetables,High,High,Temperate,Summer,1183
East,Vegetables,High,High,Temperate,Autumn,4322
East,Vegetables,High,High,Temperate,Winter,2755
East,Vegetables,High,High,Continental,Spring,6608
East,Vegetables,High,High,Continental,Summer,8991
East,Vegetables,High,High,Continental,Autumn,5687
East,Vegetables,High,High,Continental,Winter,9014
East,Vegetables,High,High,Polar,Spring,5003
East,Vegetables,High,High,Polar,Summer,9387
East,Vegetables,High,High,Polar,Autumn,1267
East,Vegetables,High,High,Polar,Winter,5611
East,Vegetables,High,Medium,Tropical,Spring,4423
East,Vegetables,High,Medium,Tropical,Summer,1353
East,Vegetables,High,Medium,Tropical,Autumn,4813
East,Vegetables,High,Medium,Tropical,Winter,3131
East,Vegetables,High,Medium,Temperate,Spring,9951
East,Vegetables,High,Medium,Temperate,Summer,8641
East,Vegetables,High,Medium,Temperate,Autumn,1283
East,Vegetables,High,Medium,Temperate,Winter,9304
East,Vegetables,High,Medium,Continental,Spring,1488
East,Vegetables,High,Medium,Continental,Summer,2846
East,Vegetables,High,Medium,Continental,Autumn,2923
East,Vegetables,High,Medium,Continental,Winter,7406
East,Vegetables,High,Medium,Polar,Spring,2852
East,Vegetables,High,Medium,Polar,Summer,9596
East,Vegetables,High,Medium,Polar,Autumn,6300
East,Vegetables,High,Medium,Polar,Winter,8609
East,Vegetables,High,Low,Tropical,Spring,8875
East,Vegetables,High,Low,Tropical,Summer,2524
East,Vegetables,High,Low,Tropical,Autumn,3087
East,Vegetables,High,Low,Tropical,Winter,8216
East,Vegetables,High,Low,Temperate,Spring,7590
East,Vegetables,High,Low,Temperate,Summer,6314
East,Vegetables,High,Low,Temperate,Autumn,7848
East,Vegetables,High,Low,Temperate,Winter,5503
East,Vegetables,High,Low,Continental,Spring,8499
East,Vegetables,High,Low,Continental,Summer,6976
East,Vegetables,High,Low,Continental,Autumn,2878
East,Vegetables,High,Low,Continental,Winter,7874
East,Vegetables,High,Low,Polar,Spring,8011
East,Vegetables,High,Low,Polar,Summer,5857
East,Vegetables,High,Low,Polar,Autumn,8814
East,Vegetables,High,Low,Polar,Winter,6702
East,Vegetables,Medium,High,Tropical,Spring,7615
East,Vegetables,Medium,High,Tropical,Summer,9476
East,Vegetables,Medium,High,Tropical,Autumn,5580
East,Vegetables,Medium,High,Tropical,Winter,1626
East,Vegetables,Medium,High,Temperate,Spring,5278
East,Vegetables,Medium,High,Temperate,Summer,5520
East,Vegetables,Medium,High,Temperate,Autumn,2658
East,Vegetables,Medium,High,Temperate,Winter,5336
East,Vegetables,Medium,High,Continental,Spring,3505
East,Vegetables,Medium,High,Continental,Summer,9073
East,Vegetables,Medium,High,Continental,Autumn,9983
East,Vegetables,Medium,High,Continental,Winter,7418
East,Vegetables,Medium,High,Polar,Spring,5107
East,Vegetables,Medium,High,Polar,Summer,7811
East,Vegetables,Medium,High,Polar,Autumn,2803
East,Vegetables,Medium,High,Polar,Winter,8532
East,Vegetables,Medium,Medium,Tropical,Spring,2867
East,Vegetables,Medium,Medium,Tropical,Summer,2305
East,Vegetables,Medium,Medium,Tropical,Autumn,7008
East,Vegetables,Medium,Medium,Tropical,Winter,3139
East,Vegetables,Medium,Medium,Temperate,Spring,3764
East,Vegetables,Medium,Medium,Temperate,Summer,6402
East,Vegetables,Medium,Medium,Temperate,Autumn,9274
East,Vegetables,Medium,Medium,Temperate,Winter,7765
East,Vegetables,Medium,Medium,Continental,Spring,8766
East,Vegetables,Medium,Medium,Continental,Summer,9379
East,Vegetables,Medium,Medium,Continental,Autumn,7597
East,Vegetables,Medium,Medium,Continental,Winter,1107
East,Vegetables,Medium,Medium,Polar,Spring,5170
East,Vegetables,Medium,Medium,Polar,Summer,8944
East,Vegetables,Medium,Medium,Polar,Autumn,3082
East,Vegetables,Medium,Medium,Polar,Winter,5071
East,Vegetables,Medium,Low,Tropical,Spring,4390
East,Vegetables,Medium,Low,Tropical,Summer,9039
East,Vegetables,Medium,Low,Tropical,Autumn,6463
East,Vegetables,Medium,Low,Tropical,Winter,2748
East,Vegetables,Medium,Low,Temperate,Spring,9851
East,Vegetables,Medium,Low,Temperate,Summer,2482
East,Vegetables,Medium,Low,Temperate,Autumn,4672
East,Vegetables,Medium,Low,Temperate,Winter,5773
East,Vegetables,Medium,Low,Continental,Spring,7444
East,Vegetables,Medium,Low,Continental,Summer,2316
East,Vegetables,Medium,Low,Continental,Autumn,2084
East,Vegetables,Medium,Low,Continental,Winter,4176
East,Vegetables,Medium,Low,Polar,Spring,8609
East,Vegetables,Medium,Low,Polar,Summer,2490
East,Vegetables,Medium,Low,Polar,Autumn,5941
East,Vegetables,Medium,Low,Polar,Winter,3063
East,Vegetables,Low,High,Tropical,Spring,4722
East,Vegetables,Low,High,Tropical,Summer,7901
East,Vegetables,Low,High,Tropical,Autumn,4834
East,Vegetables,Low,High,Tropical,Winter,9056
East,Vegetables,Low,High,Temperate,Spring,3565
East,Vegetables,Low,High,Temperate,Summer,8635
East,Vegetables,Low,High,Temperate,Autumn,1538
East,Vegetables,Low,High,Temperate,Winter,3147
East,Vegetables,Low,High,Continental,Spring,1443
East,Vegetables,Low,High,Continental,Summer,4758
East,Vegetables,Low,High,Continental,Autumn,7061
East,Vegetables,Low,High,Continental,Winter,7274
East,Vegetables,Low,High,Polar,Spring,5713
East,Vegetables,Low,High,Polar,Summer,3078
East,Vegetables,Low,High,Polar,Autumn,8878
East,Vegetables,Low,High,Polar,Winter,5318
East,Vegetables,Low,Medium,Tropical,Spring,4774
East,Vegetables,Low,Medium,Tropical,Summer,4472
East,Vegetables,Low,Medium,Tropical,Autumn,3662
East,Vegetables,Low,Medium,Tropical,Winter,3403
East,Vegetables,Low,Medium,Temperate,Spring,3185
East,Vegetables,Low,Medium,Temperate,Summer,7196
East,Vegetables,Low,Medium,Temperate,Autumn,6901
East,Vegetables,Low,Medium,Temperate,Winter,2777
East,Vegetables,Low,Medium,Continental,Spring,2889
East,Vegetables,Low,Medium,Continental,Summer,6397
East,Vegetables,Low,Medium,Continental,Autumn,3635
East,Vegetables,Low,Medium,Continental,Winter,2469
East,Vegetables,Low,Medium,Polar,Spring,4417
East,Vegetables,Low,Medium,Polar,Summer,6773
East,Vegetables,Low,Medium,Polar,Autumn,5908
East,Vegetables,Low,Medium,Polar,Winter,3300
East,Vegetables,Low,Low,Tropical,Spring,7743
East,Vegetables,Low,Low,Tropical,Summer,4506
East,Vegetables,Low,Low,Tropical,Autumn,7326
East,Vegetables,Low,Low,Tropical,Winter,5698
East,Vegetables,Low,Low,Temperate,Spring,9319
East,Vegetables,Low,Low,Temperate,Summer,8171
East,Vegetables,Low,Low,Temperate,Autumn,5236
East,Vegetables,Low,Low,Temperate,Winter,4721
East,Vegetables,Low,Low,Continental,Spring,8246
East,Vegetables,Low,Low,Continental,Summer,2766
East,Vegetables,Low,Low,Continental,Autumn,1179
East,Vegetables,Low,Low,Continental,Winter,6514
East,Vegetables,Low,Low,Polar,Spring,3744
East,Vegetables,Low,Low,Polar,Summer,6791
East,Vegetables,Low,Low,Polar,Autumn,1852
East,Vegetables,Low,Low,Polar,Winter,9482
East,Dairy,High,High,Tropical,Spring,1596
East,Dairy,High,High,Tropical,Summer,8608
East,Dairy,High,High,Tropical,Autumn,7702
East,Dairy,High,High,Tropical,Winter,4519
East,Dairy,High,High,Temperate,Spring,1094
East,Dairy,High,High,Temperate,Summer,5914
East,Dairy,High,High,Temperate,Autumn,5515
East,Dairy,High,High,Temperate,Winter,8412
East,Dairy,High,High,Continental,Spring,7233
East,Dairy,High,High,Continental,Summer,2010
East,Dairy,High,High,Continental,Autumn,4547
East,Dairy,High,High,Continental,Winter,7997
East,Dairy,High,High,Polar,Spring,6007
East,Dairy,High,High,Polar,Summer,2496
East,Dairy,High,High,Polar,Autumn,7063
East,Dairy,High,High,Polar,Winter,5732
East,Dairy,High,Medium,Tropical,Spring,5389
East,Dairy,High,Medium,Tropical,Summer,1681
East,Dairy,High,Medium,Tropical,Autumn,1005
East,Dairy,High,Medium,Tropical,Winter,7135
East,Dairy,High,Medium,Temperate,Spring,9562
East,Dairy,High,Medium,Temperate,Summer,5810
East,Dairy,High,Medium,Temperate,Autumn,2147
East,Dairy,High,Medium,Temperate,Winter,7082
East,Dairy,High,Medium,Continental,Spring,6650
East,Dairy,High,Medium,Continental,Summer,9446
East,Dairy,High,Medium,Continental,Autumn,5633
East,Dairy,High,Medium,Continental,Winter,4403
East,Dairy,High,Medium,Polar,Spring,4455
East,Dairy,High,Medium,Polar,Summer,2480
East,Dairy,High,Medium,Polar,Autumn,2630
East,Dairy,High,Medium,Polar,Winter,3156
East,Dairy,High,Low,Tropical,Spring,6470
East,Dairy,High,Low,Tropical,Summer,7717
East,Dairy,High,Low,Tropical,Autumn,9790
East,Dairy,High,Low,Tropical,Winter,5079
East,Dairy,High,Low,Temperate,Spring,3580
East,Dairy,High,Low,Temperate,Summer,5178
East,Dairy,High,Low,Temperate,Autumn,2554
East,Dairy,High,Low,Temperate,Winter,8242
East,Dairy,High,Low,Continental,Spring,9680
East,Dairy,High,Low,Continental,Summer,6554
East,Dairy,High,Low,Continental,Autumn,3126
East,Dairy,High,Low,Continental,Winter,3853
East,Dairy,High,Low,Polar,Spring,3947
East,Dairy,High,Low,Polar,Summer,3431
East,Dairy,High,Low,Polar,Autumn,7329
East,Dairy,High,Low,Polar,Winter,8271
East,Dairy,Medium,High,Tropical,Spring,1411
East,Dairy,Medium,High,Tropical,Summer,2017
East,Dairy,Medium,High,Tropical,Autumn,1598
East,Dairy,Medium,High,Tropical,Winter,5350
East,Dairy,Medium,High,Temperate,Spring,6136
East,Dairy,Medium,High,Temperate,Summer,2269
East,Dairy,Medium,High,Temperate,Autumn,6827
East,Dairy,Medium,High,Temperate,Winter,3326
East,Dairy,Medium,High,Continental,Spring,6146
East,Dairy,Medium,High,Continental,Summer,7815
East,Dairy,Medium,High,Continental,Autumn,8413
East,Dairy,Medium,High,Continental,Winter,9359
East,Dairy,Medium,High,Polar,Spring,8898
East,Dairy,Medium,High,Polar,Summer,7291
East,Dairy,Medium,High,Polar,Autumn,3347
East,Dairy,Medium,High,Polar,Winter,3759
East,Dairy,Medium,Medium,Tropical,Spring,5437
East,Dairy,Medium,Medium,Tropical,Summer,5893
East,Dairy,Medium,Medium,Tropical,Autumn,2425
East,Dairy,Medium,Medium,Tropical,Winter,3393
East,Dairy,Medium,Medium,Temperate,Spring,1331
East,Dairy,Medium,Medium,Temperate,Summer,6213
East,Dairy,Medium,Medium,Temperate,Autumn,1349
East,Dairy,Medium,Medium,Temperate,Winter,7072
East,Dairy,Medium,Medium,Continental,Spring,2697
East,Dairy,Medium,Medium,Continental,Summer,7386
East,Dairy,Medium,Medium,Continental,Autumn,8805
East,Dairy,Medium,Medium,Continental,Winter,4288
East,Dairy,Medium,Medium,Polar,Spring,2826
East,Dairy,Medium,Medium,Polar,Summer,3388
East,Dairy,Medium,Medium,Polar,Autumn,4446
East,Dairy,Medium,Medium,Polar,Winter,1473
East,Dairy,Medium,Low,Tropical,Spring,7066
East,Dairy,Medium,Low,Tropical,Summer,8065
East,Dairy,Medium,Low,Tropical,Autumn,8403
East,Dairy,Medium,Low,Tropical,Winter,7355
East,Dairy,Medium,Low,Temperate,Spring,4739
East,Dairy,Medium,Low,Temperate,Summer,9392
East,Dairy,Medium,Low,Temperate,Autumn,4536
East,Dairy,Medium,Low,Temperate,Winter,6020
East,Dairy,Medium,Low,Continental,Spring,3277
East,Dairy,Medium,Low,Continental,Summer,4003
East,Dairy,Medium,Low,Continental,Autumn,9436
East,Dairy,Medium,Low,Continental,Winter,3299
East,Dairy,Medium,Low,Polar,Spring,7376
East,Dairy,Medium,Low,Polar,Summer,5500
East,Dairy,Medium,Low,Polar,Autumn,5838
East,Dairy,Medium,Low,Polar,Winter,4208
East,Dairy,Low,High,Tropical,Spring,9654
East,Dairy,Low,High,Tropical,Summer,3591
East,Dairy,Low,High,Tropical,Autumn,3988
East,Dairy,Low,High,Tropical,Winter,3395
East,Dairy,Low,High,Temperate,Spring,5195
East,Dairy,Low,High,Temperate,Summer,7527
East,Dairy,Low,High,Temperate,Autumn,6414
East,Dairy,Low,High,Temperate,Winter,7371
East,Dairy,Low,High,Continental,Spring,4703
East,Dairy,Low,High,Continental,Summer,5854
East,Dairy,Low,High,Continental,Autumn,7684
East,Dairy,Low,High,Continental,Winter,4341
East,Dairy,Low,High,Polar,Spring,4316
East,Dairy,Low,High,Polar,Summer,4839
East,Dairy,Low,High,Polar,Autumn,2205
East,Dairy,Low,High,Polar,Winter,2131
East,Dairy,Low,Medium,Tropical,Spring,8769
East,Dairy,Low,Medium,Tropical,Summer,9969
East,Dairy,Low,Medium,Tropical,Autumn,1672
East,Dairy,Low,Medium,Tropical,Winter,7363
East,Dairy,Low,Medium,Temperate,Spring,3116
East,Dairy,Low,Medium,Temperate,Summer,4302
East,Dairy,Low,Medium,Temperate,Autumn,5480
East,Dairy,Low,Medium,Temperate,Winter,3344
East,Dairy,Low,Medium,Continental,Spring,5142
East,Dairy,Low,Medium,Continental,Summer,9371
East,Dairy,Low,Medium,Continental,Autumn,5394
East,Dairy,Low,Medium,Continental,Winter,3449
East,Dairy,Low,Medium,Polar,Spring,3620
East,Dairy,Low,Medium,Polar,Summer,3667
East,Dairy,Low,Medium,Polar,Autumn,6264
East,Dairy,Low,Medium,Polar,Winter,8201
East,Dairy,Low,Low,Tropical,Spring,3596
East,Dairy,Low,Low,Tropical,Summer,8831
East,Dairy,Low,Low,Tropical,Autumn,1746
East,Dairy,Low,Low,Tropical,Winter,3021
East,Dairy,Low,Low,Temperate,Spring,5264
East,Dairy,Low,Low,Temperate,Summer,2064
East,Dairy,Low,Low,Temperate,Autumn,7766
East,Dairy,Low,Low,Temperate,Winter,3997
East,Dairy,Low,Low,Continental,Spring,2426
East,Dairy,Low,Low,Continental,Summer,9035
East,Dairy,Low,Low,Continental,Autumn,4938
East,Dairy,Low,Low,Continental,Winter,9924
East,Dairy,Low,Low,Polar,Spring,4234
East,Dairy,Low,Low,Polar,Summer,5942
East,Dairy,Low,Low,Polar,Autumn,8590
East,Dairy,Low,Low,Polar,Winter,8743
East,Grains,High,High,Tropical,Spring,1116
East,Grains,High,High,Tropical,Summer,5485
East,Grains,High,High,Tropical,Autumn,6497
East,Grains,High,High,Tropical,Winter,6972
East,Grains,High,High,Temperate,Spring,4731
East,Grains,High,High,Temperate,Summer,1285
East,Grains,High,High,Temperate,Autumn,3542
East,Grains,High,High,Temperate,Winter,2498
East,Grains,High,High,Continental,Spring,7420
East,Grains,High,High,Continental,Summer,6299
East,Grains,High,High,Continental,Autumn,9768
East,Grains,High,High,Continental,Winter,3470
East,Grains,High,High,Polar,Spring,2991
East,Grains,High,High,Polar,Summer,6639
East,Grains,High,High,Polar,Autumn,4979
East,Grains,High,High,Polar,Winter,7241
East,Grains,High,Medium,Tropical,Spring,2357
East,Grains,High,Medium,Tropical,Summer,1160
East,Grains,High,Medium,Tropical,Autumn,5521
East,Grains,High,Medium,Tropical,Winter,5036
East,Grains,High,Medium,Temperate,Spring,1725
East,Grains,High,Medium,Temperate,Summer,5067
East,Grains,High,Medium,Temperate,Autumn,8092
East,Grains,High,Medium,Temperate,Winter,5568
East,Grains,High,Medium,Continental,Spring,6514
East,Grains,High,Medium,Continental,Summer,3643
East,Grains,High,Medium,Continental,Autumn,3420
East,Grains,High,Medium,Continental,Winter,5732
East,Grains,High,Medium,Polar,Spring,7405
East,Grains,High,Medium,Polar,Summer,8964
East,Grains,High,Medium,Polar,Autumn,1858
East,Grains,High,Medium,Polar,Winter,7871
East,Grains,High,Low,Tropical,Spring,2760
East,Grains,High,Low,Tropical,Summer,1611
East,Grains,High,Low,Tropical,Autumn,8288
East,Grains,High,Low,Tropical,Winter,8214
East,Grains,High,Low,Temperate,Spring,2866
East,Grains,High,Low,Temperate,Summer,8021
East,Grains,High,Low,Temperate,Autumn,3556
East,Grains,High,Low,Temperate,Winter,9165
East,Grains,High,Low,Continental,Spring,4050
East,Grains,High,Low,Continental,Summer,3402
East,Grains,High,Low,Continental,Autumn,1425
East,Grains,High,Low,Continental,Winter,4494
East,Grains,High,Low,Polar,Spring,6283
East,Grains,High,Low,Polar,Summer,7197
East,Grains,High,Low,Polar,Autumn,9086
East,Grains,High,Low,Polar,Winter,5657
East,Grains,Medium,High,Tropical,Spring,5013
East,Grains,Medium,High,Tropical,Summer,5044
East,Grains,Medium,High,Tropical,Autumn,1198
East,Grains,Medium,High,Tropical,Winter,2183
East,Grains,Medium,High,Temperate,Spring,3525
East,Grains,Medium,High,Temperate,Summer,1683
East,Grains,Medium,High,Temperate,Autumn,3270
East,Grains,Medium,High,Temperate,Winter,7124
East,Grains,Medium,High,Continental,Spring,1222
East,Grains,Medium,High,Continental,Summer,4935
East,Grains,Medium,High,Continental,Autumn,9320
East,Grains,Medium,High,Continental,Winter,2353
East,Grains,Medium,High,Polar,Spring,2691
East,Grains,Medium,High,Polar,Summer,6240
East,Grains,Medium,High,Polar,Autumn,8822
East,Grains,Medium,High,Polar,Winter,4683
East,Grains,Medium,Medium,Tropical,Spring,7044
East,Grains,Medium,Medium,Tropical,Summer,2001
East,Grains,Medium,Medium,Tropical,Autumn,8412
East,Grains,Medium,Medium,Tropical,Winter,3736
East,Grains,Medium,Medium,Temperate,Spring,4031
East,Grains,Medium,Medium,Temperate,Summer,8427
East,Grains,Medium,Medium,Temperate,Autumn,2443
East,Grains,Medium,Medium,Temperate,Winter,4239
East,Grains,Medium,Medium,Continental,Spring,8358
East,Grains,Medium,Medium,Continental,Summer,6886
East,Grains,Medium,Medium,Continental,Autumn,2012
East,Grains,Medium,Medium,Continental,Winter,9313
East,Grains,Medium,Medium,Polar,Spring,1841
East,Grains,Medium,Medium,Polar,Summer,1645
East,Grains,Medium,Medium,Polar,Autumn,2835
East,Grains,Medium,Medium,Polar,Winter,5388
East,Grains,Medium,Low,Tropical,Spring,8262
East,Grains,Medium,Low,Tropical,Summer,5659
East,Grains,Medium,Low,Tropical,Autumn,8612
East,Grains,Medium,Low,Tropical,Winter,4224
East,Grains,Medium,Low,Temperate,Spring,4783
East,Grains,Medium,Low,Temperate,Summer,2013
East,Grains,Medium,Low,Temperate,Autumn,5290
East,Grains,Medium,Low,Temperate,Winter,9180
East,Grains,Medium,Low,Continental,Spring,2064
East,Grains,Medium,Low,Continental,Summer,4920
East,Grains,Medium,Low,Continental,Autumn,8198
East,Grains,Medium,Low,Continental,Winter,2665
East,Grains,Medium,Low,Polar,Spring,5586
East,Grains,Medium,Low,Polar,Summer,4250
East,Grains,Medium,Low,Polar,Autumn,1901
East,Grains,Medium,Low,Polar,Winter,7800
East,Grains,Low,High,Tropical,Spring,6669
East,Grains,Low,High,Tropical,Summer,3529
East,Grains,Low,High,Tropical,Autumn,8493
East,Grains,Low,High,Tropical,Winter,4337
East,Grains,Low,High,Temperate,Spring,9075
East,Grains,Low,High,Temperate,Summer,3337
East,Grains,Low,High,Temperate,Autumn,5496
East,Grains,Low,High,Temperate,Winter,4037
East,Grains,Low,High,Continental,Spring,4972
East,Grains,Low,High,Continental,Summer,3421
