Portal,Product Category,Brand,Location,Rating,Discount Level,Price,Orders
Flipkart,Snacks,Brand E,South,1,High,364,2832
Flipkart,Snacks,Brand E,South,2,Low,79,2926
Flipkart,Snacks,Brand E,South,2,Medium,243,2998
Flipkart,Snacks,Brand E,South,2,High,407,3897
Flipkart,Snacks,Brand E,South,3,Low,152,831
Flipkart,Snacks,Brand E,South,3,Medium,250,164
Flipkart,Snacks,Brand E,South,3,High,111,3236
Flipkart,Snacks,Brand E,South,4,Low,499,3863
Flipkart,Snacks,Brand E,South,4,Medium,245,2832
Flipkart,Snacks,Brand E,South,4,High,65,1371
Flipkart,Snacks,Brand E,South,5,Low,273,4710
Flipkart,Snacks,Brand E,South,5,Medium,363,4830
Flipkart,Snacks,Brand E,South,5,High,391,4461
Flipkart,Snacks,Brand E,East,1,Low,219,991
Flipkart,Snacks,Brand E,East,1,Medium,114,3070
Flipkart,Snacks,Brand E,East,1,High,302,3646
Flipkart,Snacks,Brand E,East,2,Low,393,1490
Flipkart,Snacks,Brand E,East,2,Medium,192,2392
Flipkart,Snacks,Brand E,East,2,High,438,2895
Flipkart,Snacks,Brand E,East,3,Low,74,2190
Flipkart,Snacks,Brand E,East,3,Medium,138,2938
Flipkart,Snacks,Brand E,East,3,High,240,4857
Flipkart,Snacks,Brand E,East,4,Low,154,136
Flipkart,Snacks,Brand E,East,4,Medium,438,3310
Flipkart,Snacks,Brand E,East,4,High,236,118
Flipkart,Snacks,Brand E,East,5,Low,397,4826
Flipkart,Snacks,Brand E,East,5,Medium,229,2785
Flipkart,Snacks,Brand E,East,5,High,193,4245
Flipkart,Snacks,Brand E,West,1,Low,190,745
Flipkart,Snacks,Brand E,West,1,Medium,224,4129
Flipkart,Snacks,Brand E,West,1,High,260,3556
Flipkart,Snacks,Brand E,West,2,Low,250,414
Flipkart,Snacks,Brand E,West,2,Medium,179,4344
Flipkart,Snacks,Brand E,West,2,High,140,4007
Flipkart,Snacks,Brand E,West,3,Low,200,4522
Flipkart,Snacks,Brand E,West,3,Medium,233,4287
Flipkart,Snacks,Brand E,West,3,High,411,1933
Flipkart,Snacks,Brand E,West,4,Low,423,1053
Flipkart,Snacks,Brand E,West,4,Medium,212,4939
Flipkart,Snacks,Brand E,West,4,High,109,2758
Flipkart,Snacks,Brand E,West,5,Low,233,3810
Flipkart,Snacks,Brand E,West,5,Medium,378,3944
Flipkart,Snacks,Brand E,West,5,High,447,4534
Grofers,Fruits,Brand A,North,1,Low,211,4961
Grofers,Fruits,Brand A,North,1,Medium,243,4900
Grofers,Fruits,Brand A,North,1,High,83,1293
Grofers,Fruits,Brand A,North,2,Low,146,168
Grofers,Fruits,Brand A,North,2,Medium,332,3649
Grofers,Fruits,Brand A,North,2,High,192,2385
Grofers,Fruits,Brand A,North,3,Low,460,1550
Grofers,Fruits,Brand A,North,3,Medium,250,996
Grofers,Fruits,Brand A,North,3,High,125,4919
Grofers,Fruits,Brand A,North,4,Low,190,2444
Grofers,Fruits,Brand A,North,4,Medium,87,4646
Grofers,Fruits,Brand A,North,4,High,355,3928
Grofers,Fruits,Brand A,North,5,Low,350,1160
Grofers,Fruits,Brand A,North,5,Medium,491,3658
Grofers,Fruits,Brand A,North,5,High,287,3806
Grofers,Fruits,Brand A,South,1,Low,374,4859
Grofers,Fruits,Brand A,South,1,Medium,252,2271
Grofers,Fruits,Brand A,South,1,High,177,3943
Grofers,Fruits,Brand A,South,2,Low,111,277
Grofers,Fruits,Brand A,South,2,Medium,167,3037
Grofers,Fruits,Brand A,South,2,High,264,1021
Grofers,Fruits,Brand A,South,3,Low,427,1039
Grofers,Fruits,Brand A,South,3,Medium,188,1868
Grofers,Fruits,Brand A,South,3,High,469,3480
Grofers,Fruits,Brand A,South,4,Low,335,1095
Grofers,Fruits,Brand A,South,4,Medium,356,1295
Grofers,Fruits,Brand A,South,4,High,306,2333
Grofers,Fruits,Brand A,South,5,Low,350,4734
Grofers,Fruits,Brand A,South,5,Medium,221,529
Grofers,Fruits,Brand A,South,5,High,167,849
Grofers,Fruits,Brand A,East,1,Low,329,3551
Grofers,Fruits,Brand A,East,1,Medium,288,987
Grofers,Fruits,Brand A,East,1,High,403,1069
Grofers,Fruits,Brand A,East,2,Low,76,445
Grofers,Fruits,Brand A,East,2,Medium,334,2609
Grofers,Fruits,Brand A,East,2,High,379,2825
Grofers,Fruits,Brand A,East,3,Low,91,4064
Grofers,Fruits,Brand A,East,3,Medium,448,4733
Grofers,Fruits,Brand A,East,3,High,480,1218
Grofers,Fruits,Brand A,East,4,Low,248,1780
Grofers,Fruits,Brand A,East,4,Medium,348,512
Grofers,Fruits,Brand A,East,4,High,336,1170
Grofers,Fruits,Brand A,East,5,Low,202,2599
Grofers,Fruits,Brand A,East,5,Medium,419,4070
Grofers,Fruits,Brand A,East,5,High,418,3044
Grofers,Fruits,Brand A,West,1,Low,209,3688
Grofers,Fruits,Brand A,West,1,Medium,155,3418
Grofers,Fruits,Brand A,West,1,High,306,4241
Grofers,Fruits,Brand A,West,2,Low,320,2881
Grofers,Fruits,Brand A,West,2,Medium,422,2339
Grofers,Fruits,Brand A,West,2,High,408,2171
Grofers,Fruits,Brand A,West,3,Low,427,4840
Grofers,Fruits,Brand A,West,3,Medium,175,823
Grofers,Fruits,Brand A,West,3,High,389,4486
Grofers,Fruits,Brand A,West,4,Low,178,3917
Grofers,Fruits,Brand A,West,4,Medium,168,4392
Grofers,Fruits,Brand A,West,4,High,162,149
Grofers,Fruits,Brand A,West,5,Low,280,853
Grofers,Fruits,Brand A,West,5,Medium,217,4290
Grofers,Fruits,Brand A,West,5,High,413,749
Grofers,Fruits,Brand B,North,1,Low,123,1495
Grofers,Fruits,Brand B,North,1,Medium,477,2082
Grofers,Fruits,Brand B,North,1,High,444,3627
Grofers,Fruits,Brand B,North,2,Low,128,4534
Grofers,Fruits,Brand B,North,2,Medium,83,2715
Grofers,Fruits,Brand B,North,2,High,163,3850
Grofers,Fruits,Brand B,North,3,Low,119,4459
Grofers,Fruits,Brand B,North,3,Medium,144,2750
Grofers,Fruits,Brand B,North,3,High,478,2508
Grofers,Fruits,Brand B,North,4,Low,123,2099
Grofers,Fruits,Brand B,North,4,Medium,247,3567
Grofers,Fruits,Brand B,North,4,High,378,586
Grofers,Fruits,Brand B,North,5,Low,53,1042
Grofers,Fruits,Brand B,North,5,Medium,100,1459
Grofers,Fruits,Brand B,North,5,High,443,606
Grofers,Fruits,Brand B,South,1,Low,137,972
Grofers,Fruits,Brand B,South,1,Medium,258,1085
Grofers,Fruits,Brand B,South,1,High,290,1273
Grofers,Fruits,Brand B,South,2,Low,163,2528
Grofers,Fruits,Brand B,South,2,Medium,384,2658
Grofers,Fruits,Brand B,South,2,High,200,280
Grofers,Fruits,Brand B,South,3,Low,471,1011
Grofers,Fruits,Brand B,South,3,Medium,316,693
Grofers,Fruits,Brand B,South,3,High,257,3085
Grofers,Fruits,Brand B,South,4,Low,186,3264
Grofers,Fruits,Brand B,South,4,Medium,360,1165
Grofers,Fruits,Brand B,South,4,High,107,2145
Grofers,Fruits,Brand B,South,5,Low,329,1400
Grofers,Fruits,Brand B,South,5,Medium,413,4422
Grofers,Fruits,Brand B,South,5,High,104,4998
Grofers,Fruits,Brand B,East,1,Low,354,3212
Grofers,Fruits,Brand B,East,1,Medium,335,2229
Grofers,Fruits,Brand B,East,1,High,203,167
Grofers,Fruits,Brand B,East,2,Low,226,532
Grofers,Fruits,Brand B,East,2,Medium,78,909
Grofers,Fruits,Brand B,East,2,High,185,3314
Grofers,Fruits,Brand B,East,3,Low,291,4937
Grofers,Fruits,Brand B,East,3,Medium,62,1321
Grofers,Fruits,Brand B,East,3,High,279,4647
Grofers,Fruits,Brand B,East,4,Low,310,2647
Grofers,Fruits,Brand B,East,4,Medium,251,862
Grofers,Fruits,Brand B,East,4,High,316,4421
Grofers,Fruits,Brand B,East,5,Low,394,2750
Grofers,Fruits,Brand B,East,5,Medium,203,177
Grofers,Fruits,Brand B,East,5,High,165,4774
Grofers,Fruits,Brand B,West,1,Low,340,2763
Grofers,Fruits,Brand B,West,1,Medium,352,673
Grofers,Fruits,Brand B,West,1,High,283,2338
Grofers,Fruits,Brand B,West,2,Low,114,2744
Grofers,Fruits,Brand B,West,2,Medium,281,2986
Grofers,Fruits,Brand B,West,2,High,475,2499
Grofers,Fruits,Brand B,West,3,Low,481,4532
Grofers,Fruits,Brand B,West,3,Medium,279,1065
Grofers,Fruits,Brand B,West,3,High,353,3880
Grofers,Fruits,Brand B,West,4,Low,154,3646
Grofers,Fruits,Brand B,West,4,Medium,229,4817
Grofers,Fruits,Brand B,West,4,High,99,1232
Grofers,Fruits,Brand B,West,5,Low,444,2359
Grofers,Fruits,Brand B,West,5,Medium,405,4865
Grofers,Fruits,Brand B,West,5,High,371,2298
Grofers,Fruits,Brand C,North,1,Low,414,1507
Grofers,Fruits,Brand C,North,1,Medium,154,2581
Grofers,Fruits,Brand C,North,1,High,98,2368
Grofers,Fruits,Brand C,North,2,Low,269,2545
Grofers,Fruits,Brand C,North,2,Medium,250,3711
Grofers,Fruits,Brand C,North,2,High,222,1730
Grofers,Fruits,Brand C,North,3,Low,399,1902
Grofers,Fruits,Brand C,North,3,Medium,468,2473
Grofers,Fruits,Brand C,North,3,High,71,2298
Grofers,Fruits,Brand C,North,4,Low,352,3623
Grofers,Fruits,Brand C,North,4,Medium,203,3528
Grofers,Fruits,Brand C,North,4,High,72,4045
Grofers,Fruits,Brand C,North,5,Low,298,1943
Grofers,Fruits,Brand C,North,5,Medium,148,3377
Grofers,Fruits,Brand C,North,5,High,152,2911
Grofers,Fruits,Brand C,South,1,Low,139,1855
Grofers,Fruits,Brand C,South,1,Medium,288,2457
Grofers,Fruits,Brand C,South,1,High,133,2612
Grofers,Fruits,Brand C,South,2,Low,135,3623
Grofers,Fruits,Brand C,South,2,Medium,442,852
Grofers,Fruits,Brand C,South,2,High,300,142
Grofers,Fruits,Brand C,South,3,Low,71,1722
Grofers,Fruits,Brand C,South,3,Medium,224,3070
Grofers,Fruits,Brand C,South,3,High,171,1087
Grofers,Fruits,Brand C,South,4,Low,267,4483
Grofers,Fruits,Brand C,South,4,Medium,278,1337
Grofers,Fruits,Brand C,South,4,High,381,2632
Grofers,Fruits,Brand C,South,5,Low,432,4236
Grofers,Fruits,Brand C,South,5,Medium,129,1012
Grofers,Fruits,Brand C,South,5,High,332,551
Grofers,Fruits,Brand C,East,1,Low,172,1894
Grofers,Fruits,Brand C,East,1,Medium,322,3648
Grofers,Fruits,Brand C,East,1,High,460,2465
Grofers,Fruits,Brand C,East,2,Low,444,4830
Grofers,Fruits,Brand C,East,2,Medium,333,4008
Grofers,Fruits,Brand C,East,2,High,121,1902
Grofers,Fruits,Brand C,East,3,Low,340,4972
Grofers,Fruits,Brand C,East,3,Medium,234,4458
Grofers,Fruits,Brand C,East,3,High,171,2386
Grofers,Fruits,Brand C,East,4,Low,396,1443
Grofers,Fruits,Brand C,East,4,Medium,481,237
Grofers,Fruits,Brand C,East,4,High,422,1598
Grofers,Fruits,Brand C,East,5,Low,425,4129
Grofers,Fruits,Brand C,East,5,Medium,57,1267
Grofers,Fruits,Brand C,East,5,High,470,299
Grofers,Fruits,Brand C,West,1,Low,367,3582
Grofers,Fruits,Brand C,West,1,Medium,371,4768
Grofers,Fruits,Brand C,West,1,High,81,4401
Grofers,Fruits,Brand C,West,2,Low,483,1789
Grofers,Fruits,Brand C,West,2,Medium,102,1333
Grofers,Fruits,Brand C,West,2,High,124,3118
Grofers,Fruits,Brand C,West,3,Low,127,4284
Grofers,Fruits,Brand C,West,3,Medium,176,1597
Grofers,Fruits,Brand C,West,3,High,225,1667
Grofers,Fruits,Brand C,West,4,Low,435,4286
Grofers,Fruits,Brand C,West,4,Medium,393,4762
Grofers,Fruits,Brand C,West,4,High,330,3695
Grofers,Fruits,Brand C,West,5,Low,87,4527
Grofers,Fruits,Brand C,West,5,Medium,426,3376
Grofers,Fruits,Brand C,West,5,High,231,2571
Grofers,Fruits,Brand D,North,1,Low,268,619
Grofers,Fruits,Brand D,North,1,Medium,202,4805
Grofers,Fruits,Brand D,North,1,High,486,3022
Grofers,Fruits,Brand D,North,2,Low,124,669
Grofers,Fruits,Brand D,North,2,Medium,371,3171
Grofers,Fruits,Brand D,North,2,High,285,4835
Grofers,Fruits,Brand D,North,3,Low,111,3404
Grofers,Fruits,Brand D,North,3,Medium,474,170
Grofers,Fruits,Brand D,North,3,High,371,380
Grofers,Fruits,Brand D,North,4,Low,174,967
Grofers,Fruits,Brand D,North,4,Medium,61,1856
Grofers,Fruits,Brand D,North,4,High,432,152
Grofers,Fruits,Brand D,North,5,Low,252,2915
Grofers,Fruits,Brand D,North,5,Medium,435,4937
Grofers,Fruits,Brand D,North,5,High,150,4496
Grofers,Fruits,Brand D,South,1,Low,108,861
Grofers,Fruits,Brand D,South,1,Medium,459,296
Grofers,Fruits,Brand D,South,1,High,420,1697
Grofers,Fruits,Brand D,South,2,Low,178,1222
Grofers,Fruits,Brand D,South,2,Medium,486,4661
Grofers,Fruits,Brand D,South,2,High,306,2203
Grofers,Fruits,Brand D,South,3,Low,79,2959
Grofers,Fruits,Brand D,South,3,Medium,346,2917
Grofers,Fruits,Brand D,South,3,High,499,229
Grofers,Fruits,Brand D,South,4,Low,303,1518
Grofers,Fruits,Brand D,South,4,Medium,426,1432
Grofers,Fruits,Brand D,South,4,High,332,1711
Grofers,Fruits,Brand D,South,5,Low,117,3773
Grofers,Fruits,Brand D,South,5,Medium,67,1048
Grofers,Fruits,Brand D,South,5,High,419,2814
Grofers,Fruits,Brand D,East,1,Low,423,4337
Grofers,Fruits,Brand D,East,1,Medium,213,1115
Grofers,Fruits,Brand D,East,1,High,344,701
Grofers,Fruits,Brand D,East,2,Low,95,2528
Grofers,Fruits,Brand D,East,2,Medium,261,2887
Grofers,Fruits,Brand D,East,2,High,123,3059
Grofers,Fruits,Brand D,East,3,Low,267,3627
Grofers,Fruits,Brand D,East,3,Medium,280,1265
Grofers,Fruits,Brand D,East,3,High,418,3403
Grofers,Fruits,Brand D,East,4,Low,60,1911
Grofers,Fruits,Brand D,East,4,Medium,349,296
Grofers,Fruits,Brand D,East,4,High,260,1553
Grofers,Fruits,Brand D,East,5,Low,254,491
Grofers,Fruits,Brand D,East,5,Medium,204,3291
Grofers,Fruits,Brand D,East,5,High,156,4391
Grofers,Fruits,Brand D,West,1,Low,380,2048
Grofers,Fruits,Brand D,West,1,Medium,283,1602
Grofers,Fruits,Brand D,West,1,High,389,284
Grofers,Fruits,Brand D,West,2,Low,336,2519
Grofers,Fruits,Brand D,West,2,Medium,472,4484
Grofers,Fruits,Brand D,West,2,High,146,3390
Grofers,Fruits,Brand D,West,3,Low,262,177
Grofers,Fruits,Brand D,West,3,Medium,162,2614
Grofers,Fruits,Brand D,West,3,High,459,1845
Grofers,Fruits,Brand D,West,4,Low,452,733
Grofers,Fruits,Brand D,West,4,Medium,94,1925
Grofers,Fruits,Brand D,West,4,High,201,2596
Grofers,Fruits,Brand D,West,5,Low,265,1540
Grofers,Fruits,Brand D,West,5,Medium,191,3375
Grofers,Fruits,Brand D,West,5,High,277,3393
Grofers,Fruits,Brand E,North,1,Low,319,2986
Grofers,Fruits,Brand E,North,1,Medium,263,4508
Grofers,Fruits,Brand E,North,1,High,159,3361
Grofers,Fruits,Brand E,North,2,Low,96,3041
Grofers,Fruits,Brand E,North,2,Medium,360,4674
Grofers,Fruits,Brand E,North,2,High,443,669
Grofers,Fruits,Brand E,North,3,Low,261,4407
Grofers,Fruits,Brand E,North,3,Medium,375,3094
Grofers,Fruits,Brand E,North,3,High,130,1868
Grofers,Fruits,Brand E,North,4,Low,216,1920
Grofers,Fruits,Brand E,North,4,Medium,282,716
Grofers,Fruits,Brand E,North,4,High,283,2260
Grofers,Fruits,Brand E,North,5,Low,73,2179
Grofers,Fruits,Brand E,North,5,Medium,50,1809
Grofers,Fruits,Brand E,North,5,High,378,3181
Grofers,Fruits,Brand E,South,1,Low,356,2559
Grofers,Fruits,Brand E,South,1,Medium,320,2094
Grofers,Fruits,Brand E,South,1,High,366,3327
Grofers,Fruits,Brand E,South,2,Low,225,4523
Grofers,Fruits,Brand E,South,2,Medium,469,1326
Grofers,Fruits,Brand E,South,2,High,436,1495
Grofers,Fruits,Brand E,South,3,Low,134,4077
Grofers,Fruits,Brand E,South,3,Medium,266,1160
Grofers,Fruits,Brand E,South,3,High,474,613
Grofers,Fruits,Brand E,South,4,Low,490,2089
Grofers,Fruits,Brand E,South,4,Medium,237,3083
Grofers,Fruits,Brand E,South,4,High,338,1498
Grofers,Fruits,Brand E,South,5,Low,71,2744
Grofers,Fruits,Brand E,South,5,Medium,144,2079
Grofers,Fruits,Brand E,South,5,High,302,1862
Grofers,Fruits,Brand E,East,1,Low,482,4352
Grofers,Fruits,Brand E,East,1,Medium,322,1034
Grofers,Fruits,Brand E,East,1,High,103,2847
Grofers,Fruits,Brand E,East,2,Low,413,655
Grofers,Fruits,Brand E,East,2,Medium,185,4364
Grofers,Fruits,Brand E,East,2,High,76,2247
Grofers,Fruits,Brand E,East,3,Low,72,4182
Grofers,Fruits,Brand E,East,3,Medium,458,1298
Grofers,Fruits,Brand E,East,3,High,195,4101
Grofers,Fruits,Brand E,East,4,Low,313,1391
Grofers,Fruits,Brand E,East,4,Medium,155,2900
Grofers,Fruits,Brand E,East,4,High,60,4333
Grofers,Fruits,Brand E,East,5,Low,321,1943
Grofers,Fruits,Brand E,East,5,Medium,362,1707
Grofers,Fruits,Brand E,East,5,High,161,1782
Grofers,Fruits,Brand E,West,1,Low,301,4789
Grofers,Fruits,Brand E,West,1,Medium,265,3648
Grofers,Fruits,Brand E,West,1,High,186,4537
Grofers,Fruits,Brand E,West,2,Low,392,4500
Grofers,Fruits,Brand E,West,2,Medium,175,207
Grofers,Fruits,Brand E,West,2,High,297,2394
Grofers,Fruits,Brand E,West,3,Low,289,2289
Grofers,Fruits,Brand E,West,3,Medium,297,4410
Grofers,Fruits,Brand E,West,3,High,453,3965
Grofers,Fruits,Brand E,West,4,Low,366,2410
Grofers,Fruits,Brand E,West,4,Medium,168,4524
Grofers,Fruits,Brand E,West,4,High,227,365
Grofers,Fruits,Brand E,West,5,Low,164,1725
Grofers,Fruits,Brand E,West,5,Medium,133,3451
Grofers,Fruits,Brand E,West,5,High,286,452
Grofers,Vegetables,Brand A,North,1,Low,139,3793
Grofers,Vegetables,Brand A,North,1,Medium,497,4150
Grofers,Vegetables,Brand A,North,1,High,309,1010
Grofers,Vegetables,Brand A,North,2,Low,300,286
Grofers,Vegetables,Brand A,North,2,Medium,368,195
Grofers,Vegetables,Brand A,North,2,High,81,189
Grofers,Vegetables,Brand A,North,3,Low,111,1690
Grofers,Vegetables,Brand A,North,3,Medium,496,2097
Grofers,Vegetables,Brand A,North,3,High,190,3267
Grofers,Vegetables,Brand A,North,4,Low,151,3757
Grofers,Vegetables,Brand A,North,4,Medium,182,4117
Grofers,Vegetables,Brand A,North,4,High,163,2568
Grofers,Vegetables,Brand A,North,5,Low,444,2994
Grofers,Vegetables,Brand A,North,5,Medium,310,4154
Grofers,Vegetables,Brand A,North,5,High,452,4813
Grofers,Vegetables,Brand A,South,1,Low,160,4134
Grofers,Vegetables,Brand A,South,1,Medium,327,4430
Grofers,Vegetables,Brand A,South,1,High,468,3946
Grofers,Vegetables,Brand A,South,2,Low,70,3067
Grofers,Vegetables,Brand A,South,2,Medium,215,2313
Grofers,Vegetables,Brand A,South,2,High,177,1013
Grofers,Vegetables,Brand A,South,3,Low,353,3220
Grofers,Vegetables,Brand A,South,3,Medium,93,4477
Grofers,Vegetables,Brand A,South,3,High,106,3999
Grofers,Vegetables,Brand A,South,4,Low,73,3429
Grofers,Vegetables,Brand A,South,4,Medium,486,2047
Grofers,Vegetables,Brand A,South,4,High,385,1002
Grofers,Vegetables,Brand A,South,5,Low,472,3757
Grofers,Vegetables,Brand A,South,5,Medium,309,2676
Grofers,Vegetables,Brand A,South,5,High,408,764
Grofers,Vegetables,Brand A,East,1,Low,128,4209
Grofers,Vegetables,Brand A,East,1,Medium,475,4793
Grofers,Vegetables,Brand A,East,1,High,180,2125
Grofers,Vegetables,Brand A,East,2,Low,428,4521
Grofers,Vegetables,Brand A,East,2,Medium,124,4187
Grofers,Vegetables,Brand A,East,2,High,51,4673
Grofers,Vegetables,Brand A,East,3,Low,456,1673
Grofers,Vegetables,Brand A,East,3,Medium,116,2159
Grofers,Vegetables,Brand A,East,3,High,72,2187
Grofers,Vegetables,Brand A,East,4,Low,360,3482
Grofers,Vegetables,Brand A,East,4,Medium,165,4570
Grofers,Vegetables,Brand A,East,4,High,178,993
Grofers,Vegetables,Brand A,East,5,Low,456,2614
Grofers,Vegetables,Brand A,East,5,Medium,267,1376
Grofers,Vegetables,Brand A,East,5,High,495,2304
Grofers,Vegetables,Brand A,West,1,Low,221,3450
Grofers,Vegetables,Brand A,West,1,Medium,387,3441
Grofers,Vegetables,Brand A,West,1,High,104,3021
Grofers,Vegetables,Brand A,West,2,Low,142,1594
Grofers,Vegetables,Brand A,West,2,Medium,242,375
Grofers,Vegetables,Brand A,West,2,High,85,4689
Grofers,Vegetables,Brand A,West,3,Low,110,1589
Grofers,Vegetables,Brand A,West,3,Medium,435,3593
Grofers,Vegetables,Brand A,West,3,High,404,4800
Grofers,Vegetables,Brand A,West,4,Low,374,1096
Grofers,Vegetables,Brand A,West,4,Medium,458,1302
Grofers,Vegetables,Brand A,West,4,High,137,483
Grofers,Vegetables,Brand A,West,5,Low,404,4816
Grofers,Vegetables,Brand A,West,5,Medium,360,3666
Grofers,Vegetables,Brand A,West,5,High,470,4068
Grofers,Vegetables,Brand B,North,1,Low,401,2238
Grofers,Vegetables,Brand B,North,1,Medium,129,332
Grofers,Vegetables,Brand B,North,1,High,409,3722
Grofers,Vegetables,Brand B,North,2,Low,218,1323
Grofers,Vegetables,Brand B,North,2,Medium,244,346
Grofers,Vegetables,Brand B,North,2,High,322,1686
Grofers,Vegetables,Brand B,North,3,Low,138,1177
Grofers,Vegetables,Brand B,North,3,Medium,324,2258
Grofers,Vegetables,Brand B,North,3,High,318,342
Grofers,Vegetables,Brand B,North,4,Low,238,1166
Grofers,Vegetables,Brand B,North,4,Medium,435,4535
Grofers,Vegetables,Brand B,North,4,High,75,668
Grofers,Vegetables,Brand B,North,5,Low,325,2596
Grofers,Vegetables,Brand B,North,5,Medium,420,1230
Grofers,Vegetables,Brand B,North,5,High,254,574
Grofers,Vegetables,Brand B,South,1,Low,457,3813
Grofers,Vegetables,Brand B,South,1,Medium,342,3045
Grofers,Vegetables,Brand B,South,1,High,235,1638
Grofers,Vegetables,Brand B,South,2,Low,486,3957
Grofers,Vegetables,Brand B,South,2,Medium,316,3131
Grofers,Vegetables,Brand B,South,2,High,413,735
Grofers,Vegetables,Brand B,South,3,Low,247,768
Grofers,Vegetables,Brand B,South,3,Medium,71,2709
Grofers,Vegetables,Brand B,South,3,High,467,4016
Grofers,Vegetables,Brand B,South,4,Low,214,4392
Grofers,Vegetables,Brand B,South,4,Medium,469,1062
Grofers,Vegetables,Brand B,South,4,High,84,460
Grofers,Vegetables,Brand B,South,5,Low,361,887
Grofers,Vegetables,Brand B,South,5,Medium,116,4752
Grofers,Vegetables,Brand B,South,5,High,405,4817
Grofers,Vegetables,Brand B,East,1,Low,231,1539
Grofers,Vegetables,Brand B,East,1,Medium,334,245
Grofers,Vegetables,Brand B,East,1,High,115,4080
Grofers,Vegetables,Brand B,East,2,Low,214,1202
Grofers,Vegetables,Brand B,East,2,Medium,94,1247
Grofers,Vegetables,Brand B,East,2,High,95,589
Grofers,Vegetables,Brand B,East,3,Low,103,1266
Grofers,Vegetables,Brand B,East,3,Medium,197,4538
Grofers,Vegetables,Brand B,East,3,High,60,2809
Grofers,Vegetables,Brand B,East,4,Low,114,4193
Grofers,Vegetables,Brand B,East,4,Medium,154,2366
Grofers,Vegetables,Brand B,East,4,High,157,315
Grofers,Vegetables,Brand B,East,5,Low,479,1180
Grofers,Vegetables,Brand B,East,5,Medium,477,2741
Grofers,Vegetables,Brand B,East,5,High,435,1135
Grofers,Vegetables,Brand B,West,1,Low,76,1604
Grofers,Vegetables,Brand B,West,1,Medium,261,207
Grofers,Vegetables,Brand B,West,1,High,133,620
Grofers,Vegetables,Brand B,West,2,Low,261,271
Grofers,Vegetables,Brand B,West,2,Medium,187,2363
Grofers,Vegetables,Brand B,West,2,High,284,3093
Grofers,Vegetables,Brand B,West,3,Low,285,3964
Grofers,Vegetables,Brand B,West,3,Medium,289,2586
Grofers,Vegetables,Brand B,West,3,High,346,4751
Grofers,Vegetables,Brand B,West,4,Low,423,1098
Grofers,Vegetables,Brand B,West,4,Medium,378,2734
Grofers,Vegetables,Brand B,West,4,High,83,3552
Grofers,Vegetables,Brand B,West,5,Low,352,3868
Grofers,Vegetables,Brand B,West,5,Medium,109,164
Grofers,Vegetables,Brand B,West,5,High,352,2539
Grofers,Vegetables,Brand C,North,1,Low,413,3851
Grofers,Vegetables,Brand C,North,1,Medium,408,2727
Grofers,Vegetables,Brand C,North,1,High,429,597
Grofers,Vegetables,Brand C,North,2,Low,458,3780
Grofers,Vegetables,Brand C,North,2,Medium,182,447
Grofers,Vegetables,Brand C,North,2,High,311,2267
Grofers,Vegetables,Brand C,North,3,Low,283,2659
Grofers,Vegetables,Brand C,North,3,Medium,144,3505
Grofers,Vegetables,Brand C,North,3,High,135,673
Grofers,Vegetables,Brand C,North,4,Low,491,4373
Grofers,Vegetables,Brand C,North,4,Medium,181,2968
Grofers,Vegetables,Brand C,North,4,High,367,1372
Grofers,Vegetables,Brand C,North,5,Low,153,1096
Grofers,Vegetables,Brand C,North,5,Medium,380,1618
Grofers,Vegetables,Brand C,North,5,High,436,4616
Grofers,Vegetables,Brand C,South,1,Low,289,578
Grofers,Vegetables,Brand C,South,1,Medium,78,2118
Grofers,Vegetables,Brand C,South,1,High,137,4492
Grofers,Vegetables,Brand C,South,2,Low,373,2010
Grofers,Vegetables,Brand C,South,2,Medium,185,2494
Grofers,Vegetables,Brand C,South,2,High,147,3318
Grofers,Vegetables,Brand C,South,3,Low,274,4824
Grofers,Vegetables,Brand C,South,3,Medium,158,852
Grofers,Vegetables,Brand C,South,3,High,485,324
Grofers,Vegetables,Brand C,South,4,Low,336,1806
Grofers,Vegetables,Brand C,South,4,Medium,289,4276
Grofers,Vegetables,Brand C,South,4,High,407,3998
Grofers,Vegetables,Brand C,South,5,Low,189,342
Grofers,Vegetables,Brand C,South,5,Medium,426,3490
Grofers,Vegetables,Brand C,South,5,High,385,1071
Grofers,Vegetables,Brand C,East,1,Low,285,1338
Grofers,Vegetables,Brand C,East,1,Medium,306,3547
Grofers,Vegetables,Brand C,East,1,High,493,981
Grofers,Vegetables,Brand C,East,2,Low,220,1357
Grofers,Vegetables,Brand C,East,2,Medium,178,896
Grofers,Vegetables,Brand C,East,2,High,231,267
Grofers,Vegetables,Brand C,East,3,Low,330,1789
Grofers,Vegetables,Brand C,East,3,Medium,172,1011
Grofers,Vegetables,Brand C,East,3,High,73,4142
Grofers,Vegetables,Brand C,East,4,Low,122,3359
Grofers,Vegetables,Brand C,East,4,Medium,361,1103
Grofers,Vegetables,Brand C,East,4,High,396,1748
Grofers,Vegetables,Brand C,East,5,Low,69,3360
Grofers,Vegetables,Brand C,East,5,Medium,329,3907
Grofers,Vegetables,Brand C,East,5,High,167,1340
Grofers,Vegetables,Brand C,West,1,Low,256,4285
Grofers,Vegetables,Brand C,West,1,Medium,397,3486
Grofers,Vegetables,Brand C,West,1,High,444,3040
Grofers,Vegetables,Brand C,West,2,Low,69,682
